<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.07.01	1.08881	1.09919	1.08513	1.08612	299633	0	1
2018.07.08	1.08560	1.09713	1.08560	1.09667	294480	0	1
2018.07.15	1.09676	1.09745	1.08603	1.08922	410325	0	1
2018.07.22	1.09045	1.09340	1.08594	1.08906	333174	0	18
2018.07.29	1.08837	1.09686	1.08392	1.09622	307875	0	17
2018.08.05	1.09505	1.11734	1.09489	1.10914	352767	0	17
2018.08.12	1.10513	1.10813	1.09843	1.10213	452309	0	18
2018.08.19	1.10130	1.10556	1.08941	1.09451	395580	0	17
2018.08.26	1.09515	1.09767	1.08520	1.08538	421975	0	13
2018.09.02	1.08615	1.10186	1.08347	1.08687	387971	0	19
2018.09.09	1.08672	1.09783	1.08647	1.09207	322521	0	21
2018.09.16	1.09123	1.10011	1.08756	1.08972	366498	0	19
2018.09.23	1.08817	1.09287	1.08566	1.09000	330966	0	16
2018.09.30	1.09033	1.09507	1.08879	1.09501	344218	0	22
2018.10.07	1.09426	1.09918	1.08935	1.09263	407379	0	18
2018.10.14	1.09297	1.09388	1.07966	1.07989	428400	0	21
2018.10.21	1.07629	1.08778	1.07602	1.08583	521191	0	14
2018.10.28	1.08655	1.08809	1.07970	1.08233	481988	0	22
2018.11.04	1.08306	1.08491	1.06795	1.07148	491124	0	20
2018.11.11	1.07195	1.07386	1.06108	1.06524	526945	0	19
2018.11.18	1.06432	1.06941	1.05871	1.06579	353961	0	4
2018.11.25	1.06882	1.06953	1.06160	1.06247	397277	0	19
2018.12.02	1.06607	1.06703	1.04729	1.04895	456367	0	13
2018.12.09	1.04516	1.05856	1.04319	1.05579	417209	0	17
2018.12.16	1.05466	1.05732	1.04412	1.04795	462996	0	23
2018.12.23	1.04633	1.05237	1.04580	1.04850	298722	0	18
2018.12.30	1.04817	1.05657	1.01500	1.05587	411887	0	17
2019.01.06	1.05419	1.06376	1.05392	1.05532	429390	0	13
2019.01.13	1.05589	1.06503	1.05338	1.06110	336190	0	24
2019.01.20	1.05867	1.06680	1.04637	1.04946	370592	0	20
2019.01.27	1.04981	1.05361	1.04480	1.05117	400534	0	19
2019.02.03	1.05030	1.05334	1.03968	1.05054	356477	0	18
2019.02.10	1.05066	1.05438	1.03664	1.03911	370182	0	18
2019.02.17	1.04007	1.04882	1.03784	1.04069	407619	0	28
2019.02.24	1.03935	1.04592	1.03842	1.04119	439539	0	24
2019.03.03	1.04049	1.04349	1.03409	1.03485	389326	0	12
2019.03.10	1.03461	1.03577	1.02918	1.03430	318056	0	22
2019.03.17	1.03444	1.03722	1.02879	1.02931	392108	0	20
2019.03.24	1.02810	1.04507	1.02737	1.04221	415077	0	21
2019.03.31	1.04292	1.05728	1.04196	1.05454	325014	0	24
2019.04.07	1.05451	1.06234	1.05310	1.06011	326618	0	19
2019.04.14	1.06040	1.07290	1.05693	1.06873	306265	0	17
2019.04.21	1.06827	1.06990	1.05572	1.05688	277230	0	18
2019.04.28	1.05663	1.06140	1.05396	1.05670	264800	0	14
2019.05.05	1.05373	1.07221	1.05304	1.06019	395928	0	22
2019.05.12	1.05987	1.06046	1.05193	1.05362	320338	0	18
2019.05.19	1.05796	1.05959	1.05501	1.05704	286853	0	20
2019.05.26	1.05762	1.06295	1.05547	1.06023	282113	0	21
2019.06.02	1.06118	1.06189	1.04975	1.05033	411804	0	19
2019.06.09	1.05085	1.05862	1.04968	1.05810	348211	0	22
2019.06.16	1.05658	1.05868	1.04769	1.05064	345404	0	23
2019.06.23	1.05085	1.05482	1.04345	1.04491	323043	0	21
2019.06.30	1.04486	1.05426	1.04231	1.05239	246590	0	14
